Vendor Name,General Ledger Number,PO Number,RGA #,PO Class,PO Date,PO Composer,Line No ,Item Number,Item Description,Vendor Catalog Number,"Manufacturer 
Catalog Number",Status,Delivery Date,Self Assessed,Requisition Number,GPO Ind,Commodity Code,Received Qty,Open Qty,Order Qty,UM,Order Price,Extended Amount,Tax,Extended Amount with Tax
OWENS & MINOR,007302563225,K250746,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:12: PM,Zonnie O. Brown,19,30547,GLOVE SURGEON BIOGEL ULTRA TOUCH SIZE 8,0158041180,41180,Complete,9/15/2018  2:12:47 PM,,MANUAL,Y,02,5,0,5,PR,$1.5420 ,$7.71 ,0,$7.71 
OWENS & MINOR,002999713025,K250753,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:15: PM,PMM AutoPO processing login,14,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,9/15/2018  12:00:00 AM,,465055,,27,2,0,2,BX,$77.10 ,$154.20 ,0,$154.20 
OWENS & MINOR,007458063321,K250756,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:15: PM,PMM AutoPO processing login,1,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Complete,9/15/2018  12:00:00 AM,,UHSIC0000012848,,27,90,0,90,EA,$1.7990 ,$161.91 ,0,$161.91 
OWENS & MINOR,007458063225,K250757,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:15: PM,PMM AutoPO processing login,28,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/15/2018  12:00:00 AM,,UHSIC0000012848,Y,27,4,0,4,TB,$3.9535 ,$15.8140 ,0,$15.8140 
OWENS & MINOR,007458063225,K250757,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:15: PM,PMM AutoPO processing login,6,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/15/2018  12:00:00 AM,,UHSIC0000012848,,27,9,0,9,EA,$14.4481 ,$130.0329 ,0,$130.0329 
OWENS & MINOR,002109763225,K250768,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:35: PM,PMM AutoPO processing login,6,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/15/2018  12:00:00 AM,,MSSS0062228,,27,25,0,25,EA,$14.4481 ,$361.2025 ,0,$361.2025 
OWENS & MINOR,002109763225,K250768,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:35: PM,PMM AutoPO processing login,7,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,9/15/2018  12:00:00 AM,,MSSS0062228,,27,20,0,20,EA,$5.6951 ,$113.9020 ,0,$113.9020 
OWENS & MINOR,007451063321,K250770,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:35: PM,PMM AutoPO processing login,3,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Complete,9/15/2018  12:00:00 AM,,UH07N0000012852,,27,35,0,35,EA,$1.7990 ,$62.9650 ,0,$62.9650 
OWENS & MINOR,007451063225,K250771,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  2:36: PM,PMM AutoPO processing login,11,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/15/2018  12:00:00 AM,,UH07N0000012852,Y,27,4,0,4,TB,$3.9535 ,$15.8140 ,0,$15.8140 
OWENS & MINOR,007203763225,K250803,,MEDICAL/SURGICAL SUPPLIES, 09/10/2018  3:41: PM,PMM AutoPO processing login,3,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/15/2018  12:00:00 AM,,MSSS0062255,Y,27,10,0,10,TB,$3.9535 ,$39.5350 ,0,$39.5350 
OWENS & MINOR,007450263225,K250847,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  6:30: AM,PMM AutoPO processing login,14,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/16/2018  12:00:00 AM,,UH06N0000012857,,27,8,0,8,EA,$14.4481 ,$115.5848 ,0,$115.5848 
OWENS & MINOR,007450263225,K250847,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  6:30: AM,PMM AutoPO processing login,23,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,UH06N0000012857,Y,27,3,0,3,TB,$3.9535 ,$11.8605 ,0,$11.8605 
OWENS & MINOR,006225563225,K250850,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  8:15: AM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0062305,Y,27,2,0,2,CS,$47.4422 ,$94.8844 ,0,$94.8844 
OWENS & MINOR,007303563225,K250861,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  9:21: AM,Janet Caliendo,24,26106,KIT EKG LEADWIRE 5 LEAD DISPOSABLE 13FT,071533135T,33135T,Complete,9/16/2018  9:21:08 AM,,09112018,Y,27,100,0,100,EA,$16.4480 ,"$1,644.80 ",0,"$1,644.80 "
OWENS & MINOR,007303563225,K250861,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  9:21: AM,Janet Caliendo,28,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  9:21:08 AM,,09112018,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,002211063225,K250862,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  9:25: AM,Loida Loretta Cooper,1,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,9/13/2018  12:00:00 AM,,MSSS0060690,,27,2,0,2,CS,$227.8048 ,$455.6096 ,0,$455.6096 
OWENS & MINOR,007458463225,K250871,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  9:45: AM,PMM AutoPO processing login,11,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,UHMIC0000012861,Y,27,3,0,3,TB,$3.9535 ,$11.8605 ,0,$11.8605 
OWENS & MINOR,007458463225,K250871,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  9:45: AM,PMM AutoPO processing login,4,30614,APPLICATOR  CHLORAPREP 10.5 ML 2%,0723260715,260715,Complete,9/16/2018  12:00:00 AM,,UHMIC0000012861,Y,27,14,0,14,BX,$82.6101 ,"$1,156.5414 ",0,"$1,156.5414 "
OWENS & MINOR,007458463225,K250871,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  9:45: AM,PMM AutoPO processing login,9,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/16/2018  12:00:00 AM,,UHMIC0000012861,,27,6,0,6,EA,$14.4481 ,$86.6886 ,0,$86.6886 
OWENS & MINOR,001401063321,K250876,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  10:15: AM,PMM AutoPO processing login,12,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,9/16/2018  12:00:00 AM,,BPSUR0000012868,,27,2,0,2,BX,$77.10 ,$154.20 ,0,$154.20 
OWENS & MINOR,001401063321,K250882,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  10:45: AM,PMM AutoPO processing login,8,9292,CATHETER IV BD INSYTE BD AUTOGUARD 1IN 20GA LF S,0723382633,382633,Complete,9/16/2018  12:00:00 AM,,BPANE0000012874,,27,1,0,1,BX,$77.10 ,$77.10 ,0,$77.10 
OWENS & MINOR,001401063321,K250882,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  10:45: AM,PMM AutoPO processing login,9,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,9/16/2018  12:00:00 AM,,BPANE0000012874,,27,1,0,1,BX,$77.10 ,$77.10 ,0,$77.10 
OWENS & MINOR,007304063225,K250885,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  10:45: AM,PMM AutoPO processing login,15,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0062307,Y,27,10,0,10,TB,$3.9535 ,$39.5350 ,0,$39.5350 
OWENS & MINOR,007455263225,K250936,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  12:15: PM,PMM AutoPO processing login,14,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/16/2018  12:00:00 AM,,UH11S0000012883,,27,10,0,10,EA,$14.4481 ,$144.4810 ,0,$144.4810 
OWENS & MINOR,002401063225,K250968,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  12:45: PM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,465287,Y,27,12,0,12,TB,$3.9535 ,$47.4420 ,0,$47.4420 
OWENS & MINOR,007401563225,K250969,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  12:45: PM,PMM AutoPO processing login,5,26106,KIT EKG LEADWIRE 5 LEAD DISPOSABLE 13FT,071533135T,33135T,Complete,9/16/2018  12:00:00 AM,,UHERD0000012884,Y,27,20,0,20,EA,$16.4480 ,$328.96 ,0,$328.96 
OWENS & MINOR,007701063225,K250985,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  1:15: PM,PMM AutoPO processing login,15,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0062353,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,007458663321,K250986,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  1:15: PM,PMM AutoPO processing login,1,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Complete,9/16/2018  12:00:00 AM,,UHCCU0000012886,,27,400,0,400,EA,$1.7990 ,$719.60 ,0,$719.60 
OWENS & MINOR,007458063225,K250987,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  1:15: PM,PMM AutoPO processing login,32,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,UHSIC0000012887,Y,27,2,0,2,TB,$3.9535 ,$7.9070 ,0,$7.9070 
OWENS & MINOR,002999713025,K250990,,INVENTORY - STORES, 09/11/2018  1:24: PM,Janet Caliendo,15,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/16/2018  1:24:18 PM,,465329,,27,1,0,1,CS,$577.9237 ,$577.9237 ,0,$577.9237 
OWENS & MINOR,007701663225,K250997,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  1:45: PM,PMM AutoPO processing login,12,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0062384,Y,27,1,0,1,TB,$3.9535 ,$3.9535 ,0,$3.9535 
OWENS & MINOR,007705663225,K250998,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:13: PM,Sandra Veiga,10,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  2:13:43 PM,,MANUAL,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,007456263225,K251000,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:15: PM,PMM AutoPO processing login,6,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/16/2018  12:00:00 AM,,UH09N0000012889,,27,15,0,15,EA,$14.4481 ,$216.7215 ,0,$216.7215 
OWENS & MINOR,007457263225,K251001,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:15: PM,PMM AutoPO processing login,12,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,UHPHS0000012891,Y,27,12,0,12,TB,$3.9535 ,$47.4420 ,0,$47.4420 
OWENS & MINOR,002502563225,K251017,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:45: PM,PMM AutoPO processing login,2,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0062394,Y,27,12,0,12,TB,$3.9535 ,$47.4420 ,0,$47.4420 
OWENS & MINOR,002211063225,K251018,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:45: PM,PMM AutoPO processing login,2,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0062410,Y,27,24,0,24,TB,$3.9535 ,$94.8840 ,0,$94.8840 
OWENS & MINOR,002211063225,K251018,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:45: PM,PMM AutoPO processing login,5,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Killed,9/16/2018  12:00:00 AM,,MSSS0062414,,27,0,0,360,EA,$5.6951 ,"$2,050.2360 ",0,"$2,050.2360 "
OWENS & MINOR,002159063225,K251019,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:45: PM,PMM AutoPO processing login,3,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0061948,Y,27,5,0,5,TB,$3.9535 ,$19.7675 ,0,$19.7675 
OWENS & MINOR,007451063321,K251022,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:45: PM,PMM AutoPO processing login,8,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Complete,9/16/2018  12:00:00 AM,,UH07N0000012895,,27,30,0,30,EA,$1.7990 ,$53.97 ,0,$53.97 
OWENS & MINOR,007459263225,K251023,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  2:45: PM,PMM AutoPO processing login,13,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,UH07V0000012897,Y,27,2,0,2,TB,$3.9535 ,$7.9070 ,0,$7.9070 
OWENS & MINOR,007401063225,K251075,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  4:15: PM,PMM AutoPO processing login,30,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0062320,Y,27,1,0,1,CS,$47.4422 ,$47.4422 ,0,$47.4422 
OWENS & MINOR,007401063225,K251075,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  4:15: PM,PMM AutoPO processing login,38,30547,GLOVE SURGEON BIOGEL ULTRA TOUCH SIZE 8,0158041180,41180,Complete,9/16/2018  12:00:00 AM,,MSSS0062320,Y,02,1,0,1,CS,$308.40 ,$308.40 ,0,$308.40 
OWENS & MINOR,007401063225,K251076,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  4:15: PM,PMM AutoPO processing login,10,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/16/2018  12:00:00 AM,,MSSS0062320,,27,10,0,10,EA,$14.4481 ,$144.4810 ,0,$144.4810 
OWENS & MINOR,002150063225,K251116,,MEDICAL/SURGICAL SUPPLIES, 09/11/2018  5:15: PM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/16/2018  12:00:00 AM,,MSSS0062422,Y,27,24,0,24,TB,$3.9535 ,$94.8840 ,0,$94.8840 
OWENS & MINOR,002102563225,K251126,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  6:15: AM,PMM AutoPO processing login,2,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,MSSS0062441,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,007450263225,K251129,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  6:45: AM,PMM AutoPO processing login,32,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/17/2018  12:00:00 AM,,UH06N0000012900,,27,5,0,5,EA,$14.4481 ,$72.2405 ,0,$72.2405 
OWENS & MINOR,007450263225,K251129,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  6:45: AM,PMM AutoPO processing login,40,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,UH06N0000012900,Y,27,2,0,2,TB,$3.9535 ,$7.9070 ,0,$7.9070 
OWENS & MINOR,007457063225,K251131,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  8:00: AM,PMM AutoPO processing login,19,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,UHPHN0000012902,Y,27,10,0,10,TB,$3.9535 ,$39.5350 ,0,$39.5350 
OWENS & MINOR,002401063225,K251134,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  8:26: AM,Janet Caliendo,1,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/17/2018  8:26:35 AM,,465359,,27,80,0,80,EA,$14.4481 ,"$1,155.8480 ",0,"$1,155.8480 "
OWENS & MINOR,007303563225,K251136,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  8:40: AM,Janet Caliendo,26,26106,KIT EKG LEADWIRE 5 LEAD DISPOSABLE 13FT,071533135T,33135T,Complete,9/17/2018  8:40:51 AM,,09122018,Y,27,50,0,50,EA,$16.4480 ,$822.40 ,0,$822.40 
OWENS & MINOR,007303563225,K251136,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  8:40: AM,Janet Caliendo,29,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  8:40:51 AM,,09122018,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,001701063225,K251151,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  10:00: AM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,BPAMB0000012905,Y,27,4,0,4,TB,$3.9535 ,$15.8140 ,0,$15.8140 
OWENS & MINOR,002999713025,K251160,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  10:30: AM,PMM AutoPO processing login,3,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,9/17/2018  12:00:00 AM,,465536,,27,2,0,2,CS,$227.8048 ,$455.6096 ,0,$455.6096 
OWENS & MINOR,002999713025,K251160,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  10:30: AM,PMM AutoPO processing login,4,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/17/2018  12:00:00 AM,,465536,,27,1,0,1,CS,$577.9237 ,$577.9237 ,0,$577.9237 
OWENS & MINOR,001401063321,K251161,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  10:30: AM,PMM AutoPO processing login,10,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,9/17/2018  12:00:00 AM,,BPSUR0000012908,,27,1,0,1,BX,$77.10 ,$77.10 ,0,$77.10 
OWENS & MINOR,001401063321,K251161,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  10:30: AM,PMM AutoPO processing login,9,9292,CATHETER IV BD INSYTE BD AUTOGUARD 1IN 20GA LF S,0723382633,382633,Complete,9/17/2018  12:00:00 AM,,BPSUR0000012908,,27,1,0,1,BX,$77.10 ,$77.10 ,0,$77.10 
OWENS & MINOR,002506063225,K251173,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  11:00: AM,PMM AutoPO processing login,2,37785,TRAY PORT DRSG CHNG - OUTPATIENT,4352YNDC2629,DYNDC2629,Complete,9/17/2018  12:00:00 AM,,MSSS0062476,,27,40,0,40,EA,$5.6951 ,$227.8040 ,0,$227.8040 
OWENS & MINOR,007304063225,K251176,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  11:00: AM,PMM AutoPO processing login,5,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,MSSS0062467,Y,27,10,0,10,TB,$3.9535 ,$39.5350 ,0,$39.5350 
OWENS & MINOR,007701663225,K251210,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  12:15: PM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,MSSS0062488,Y,27,1,0,1,CS,$47.4422 ,$47.4422 ,0,$47.4422 
OWENS & MINOR,007451063225,K251211,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  12:15: PM,PMM AutoPO processing login,25,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,UH07N0000012917,Y,27,4,0,4,TB,$3.9535 ,$15.8140 ,0,$15.8140 
OWENS & MINOR,007462263321,K251212,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  12:15: PM,PMM AutoPO processing login,1,21740,CONNECTOR TUBING INVISION-PLUS GRN LTX-FREE STER PEEL POUCH,5564RYM7001,RYM-7001,Complete,9/17/2018  12:00:00 AM,,UH10N0000012918,,27,200,0,200,EA,$1.7990 ,$359.80 ,0,$359.80 
OWENS & MINOR,002109763321,K251237,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  12:45: PM,PMM AutoPO processing login,3,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,9/17/2018  12:00:00 AM,,MSSS0062528,,27,100,0,100,EA,$1.5420 ,$154.20 ,0,$154.20 
OWENS & MINOR,002503363225,K251238,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  12:45: PM,PMM AutoPO processing login,1,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,MSSS0062534,Y,27,6,0,6,TB,$3.9535 ,$23.7210 ,0,$23.7210 
OWENS & MINOR,006227563225,K251239,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  12:45: PM,PMM AutoPO processing login,3,30547,GLOVE SURGEON BIOGEL ULTRA TOUCH SIZE 8,0158041180,41180,Complete,9/17/2018  12:00:00 AM,,MSSS0062518,Y,02,1,0,1,CS,$308.40 ,$308.40 ,0,$308.40 
OWENS & MINOR,006222563225,K251239,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  12:45: PM,PMM AutoPO processing login,6,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,MSSS0062520,Y,27,1,0,1,CS,$47.4422 ,$47.4422 ,0,$47.4422 
OWENS & MINOR,007452063225,K251250,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  1:15: PM,PMM AutoPO processing login,18,26106,KIT EKG LEADWIRE 5 LEAD DISPOSABLE 13FT,071533135T,33135T,Complete,9/17/2018  12:00:00 AM,,UH08N0000012928,Y,27,10,0,10,EA,$16.4480 ,$164.48 ,0,$164.48 
OWENS & MINOR,007452063225,K251250,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  1:15: PM,PMM AutoPO processing login,24,37783,KIT EXT CENTRAL LINE DRSG CHNG,4352YNDC2628,DYNDC2628,Complete,9/17/2018  12:00:00 AM,,UH08N0000012928,,27,6,0,6,EA,$14.4481 ,$86.6886 ,0,$86.6886 
OWENS & MINOR,007452063225,K251250,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  1:15: PM,PMM AutoPO processing login,33,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,UH08N0000012928,Y,27,2,0,2,TB,$3.9535 ,$7.9070 ,0,$7.9070 
OWENS & MINOR,007456263225,K251252,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  1:15: PM,PMM AutoPO processing login,6,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,UH09N0000012924,Y,27,9,0,9,TB,$3.9535 ,$35.5815 ,0,$35.5815 
OWENS & MINOR,007452263225,K251253,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  1:15: PM,PMM AutoPO processing login,15,128,WIPE CLEANING SANI-CLOTH HB 55% ALCOHOL LARGE 6.75IN 6IN,4725Q55172,Q55172,Complete,9/17/2018  12:00:00 AM,,UH08S0000012926,Y,27,16,0,16,TB,$3.9535 ,$63.2560 ,0,$63.2560 
OWENS & MINOR,007452263225,K251253,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  1:15: PM,PMM AutoPO processing login,17,26106,KIT EKG LEADWIRE 5 LEAD DISPOSABLE 13FT,071533135T,33135T,Complete,9/17/2018  12:00:00 AM,,UH08S0000012926,Y,27,15,0,15,EA,$16.4480 ,$246.72 ,0,$246.72 
OWENS & MINOR,007452263225,K251253,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  1:15: PM,PMM AutoPO processing login,6,30614,APPLICATOR  CHLORAPREP 10.5 ML 2%,0723260715,260715,Complete,9/17/2018  12:00:00 AM,,UH08S0000012926,Y,27,1,0,1,BX,$82.6101 ,$82.6101 ,0,$82.6101 
OWENS & MINOR,002999713025,K251259,,MEDICAL/SURGICAL SUPPLIES, 09/12/2018  1:45: PM,PMM AutoPO processing login,16,9293,CATHETER IV BDINSYTE BD AUTOGUARD 1IN 22GA LF S WINGED,0723382623,382623,Complete,9/17/2018  12:00:00 AM,,465624,,27,2,0,2,BX,$77.10 ,$154.20 ,0,$154.20 
